like,body,url
1757,"ФИНАЛЬНАЯ ЖЕСТЬ ► THRESHOLD #2

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/2_vcQ_NEOsY.jpg?size=1074x480&quality=96&sign=c2d4f529df021d29595caabc41b339ea&c_uniq_tag=xAPtlaTeJp0ndGX2XSugGO5aZUTjonETnpeyrl4HhEc&type=share
6089,"Из видео ""МОЛОДЁЖЬ СОВСЕМ БЕЗ ГОЛОВЫ ► Crime Scene Cleaner #10"" 

#Мемы #KuplinovPlay #CrimeSceneCleaner",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/2_vcQ_NEOsY.jpg?size=1074x480&quality=96&sign=c2d4f529df021d29595caabc41b339ea&c_uniq_tag=xAPtlaTeJp0ndGX2XSugGO5aZUTjonETnpeyrl4HhEc&type=share
2058,"Всем доброе утро , хорошего и продуктивного дня 💪",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/2_vcQ_NEOsY.jpg?size=1074x480&quality=96&sign=c2d4f529df021d29595caabc41b339ea&c_uniq_tag=xAPtlaTeJp0ndGX2XSugGO5aZUTjonETnpeyrl4HhEc&type=share
1353,"Доброго вечера!
Ночной чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/2_vcQ_NEOsY.jpg?size=1074x480&quality=96&sign=c2d4f529df021d29595caabc41b339ea&c_uniq_tag=xAPtlaTeJp0ndGX2XSugGO5aZUTjonETnpeyrl4HhEc&type=share
1951,"ТУТ ПРОИСХОДИТ ЧТО-ТО ОЧЕНЬ СТРАННОЕ ► THRESHOLD #1

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/2_vcQ_NEOsY.jpg?size=1074x480&quality=96&sign=c2d4f529df021d29595caabc41b339ea&c_uniq_tag=xAPtlaTeJp0ndGX2XSugGO5aZUTjonETnpeyrl4HhEc&type=share
780,"Сейчас на Дзене вышла новая статья, в которой я поделился своим мнением насчёт своей самой любимой Финалки - девятой части. Возможно, одной их самых любимых игр в принципе, оказавших на меня огромное влияние. Переходите на канал, читайте, не забывайте ставить лайки и комментировать)
https://dzen.ru/a/Z1HvVWmFmHBXmzGY",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1154,"Как делишки? Что снилось? 
Утренний чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1197,"Добрый вечер 🌸
Ночной чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
2200,"ЕЩЁ ОДИН КЛОН ЛИТЛ НАЙТМЕРС ► The Strange City

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
4278,"Из видео ""ТЕПЕРЬ ЕЩЁ И КОНИ ► Tavern Manager Simulator #12"" 

#мемы #KuplinovPlay #TavernManagerSimulator",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1165,"Доброго всем дня)
Утренний чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1426,"Возле нашей общаги живёт этот малыш😊
А какие питомцы есть у вас?

Ночной чатик🌌",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
2684,"ВОЗВРАЩЕНИЕ БЛУДНОГО ДЕДА ► DREDGE #6

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1043,"Привет всем, как ваше настроение? Какие планы на эту зиму?
Утренний чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
1101,"Осенний закат в Серове
Делитесь своими фотографиями с прогулок
Ночной чат",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
2605,"ШТОРМОВЫЕ СКАЛЫ ► DREDGE #5

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun23-2.userapi.com/impg/O9EIrbmmyFemIabe4ZMaBEQi8iGASWrtn8JtIQ/a0seMRR4h-k.jpg?size=1074x480&quality=96&sign=6d4a39929d59c4270a07fe0130e40cca&c_uniq_tag=dXEgYjbLXL5LcmtNzaOwnEu_OZtbSa_CMbM9v3GGEKQ&type=share
823,"Всем привет) Сегодня на Дзене я расскажу вам о своём отношении к мультивселенным в сюжетах (в играх, в основном) и целесообразности их использования. Переходите на канал, читайте, если подобное вас интересует, не забывайте ставить лайки и комментировать)
https://dzen.ru/b/Z0zGOIZiRwKjfdpY","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
5655,"Из видео ""ПОТЕРЯННЫЙ КОЛЛЕКЦИОНЕР ► DREDGE #2""

#мемы #KuplinovPlay #DREDGE","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
2259,"На подумать)
Пройдете такое?
Утренний чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1583,"Король среди королей 👑
Чего не спите? Чем занимаетесь? 
Ночной чат ✨","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1470,"ТЕПЕРЬ ЕЩЁ И КОНИ ► Tavern Manager Simulator #12
https://youtu.be/oIi4MriLMoE

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
7381,"ПРОСТО ОЧЕНЬ ПЛОХАЯ ИГРА ► Swine's Revenge

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1338,"Всех с началом зимы!!!🤍Прекрасной недели!
Утренний чат🎄🌙","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1167,"С первым днем зимы
Надо кому снега?:)
Ночной чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1588,"МОЛОДЁЖЬ СОВСЕМ БЕЗ ГОЛОВЫ ► Crime Scene Cleaner #10
https://youtu.be/HCg14et41Vw

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
13301,"ПЕРВЫЙ ПАССАЖИР ► DREDGE #4

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1271,"Доброе утро)
Как настрой?
Всем счастья и удачи🍀❤
Утренний чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1250,"Всем сладких снов ❤
Как ваш день? Привет из Геленджика
Ночной чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
2014,"ПРОДАВЕЦ СОШЁЛ С УМА ► DREDGE #3

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
4379,"Из видео ""САМЫЙ ВНЕЗАПНЫЙ АНОМАЛЬНЫЙ СКРИМЕР ► Escape Floor Zero""

#мемы #KuplinovPlay #EscapeFloorZero","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1467,"Добрейшего утра!
Утренний чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1412,"Как прошла неделя?
Ночной чатик🌙","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
1452,"ЗАПУГАЛ ЗНАТЬ ► Tavern Manager Simulator #11
https://youtu.be/ntrLsgagONc

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
2254,"СЮЖЕТ В ИГРЕ ПРО АНОМАЛИИ?! ► HOME_0

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ed26b5ba371d40b79d90544dce5587a&c_uniq_tag=09IkcGBU4cADoIpBUpKIyNeVdGRJ3jPPeEgujLf41So&type=share"
784,"На Дзене вышла статья с моим мнением об одной из любимых игр, по которой несколько месяцев назад даже проводили стрим - первой Darkest Dungeon. Переходите на канал, читайте, не забывайте ставить лайки и комментировать)
https://dzen.ru/a/Z0ilGQaikHDwL--z",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
6028,"Передаю привет с вершины Авачинского вулкана, Камчатка 💘
Утренний чат",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1102,"Добрый вечер, какие у вас планы на завтра?
Ночной чат",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
11690,"ПОТЕРЯННЫЙ КОЛЛЕКЦИОНЕР ► DREDGE #2

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
2393,"Из видео ""КУПЛИНОВ УШЁЛ В МОРЕ ► DREDGE #1""

#мемы #KuplinovPlay #DREDGE",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1896,"Всем доброе утро из Хабаровска😄
Утренний чат👇",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
2399,"Всегда будьте осторожны, даже с сибирскими верблюдами 🫡
Ночной чат",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1417,"САМЫЙ ВНЕЗАПНЫЙ АНОМАЛЬНЫЙ СКРИМЕР ► Escape Floor Zero
https://youtu.be/Bf4xYhtBHNE

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
2592,"КУПЛИНОВ УШЁЛ В МОРЕ ► DREDGE #1

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1650,"Желаю всем доброго утра!
Утренний чат",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1171,"Как настроение?
Ночной чат",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
1887,"ФИНАЛ ► While We Wait Here #3

Прежде, чем написать комментарий, прочитайте правила: 
http://vk.com/topic-56169357_30217092",https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/vpGtv-04O-o.jpg?size=1074x480&quality=96&sign=918e0e291206f7cf066d26ccb5648f41&c_uniq_tag=wuwQUxh5uRyXwUK00_7icnBVg7zmx44DyPZdDSsPh6s&type=share
908,"Сегодня на Дзене вышел пост, где я поделился своим мнением об инди-хоррорах и причинах, почему их так много на канале. Переходите, читайте, не забывайте ставить лайки и комментировать)
https://dzen.ru/b/Z0ON2Mp09AZxmu45","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/AM7N4nXQtZY.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ae2464570b8e65499a7e61d32c38b75&c_uniq_tag=4uovULw2XQNkKGzsiSnWM6ToiDsP7cPocqT3dlKBXQg&type=share"
4607,"Из видео ""УКРАСИЛ ТАВЕРНУ ► Tavern Manager Simulator #10""

#мемы #KuplinovPlay #TavernManagerSimulator","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/AM7N4nXQtZY.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ae2464570b8e65499a7e61d32c38b75&c_uniq_tag=4uovULw2XQNkKGzsiSnWM6ToiDsP7cPocqT3dlKBXQg&type=share"
1001,"Добрый день всем)
Утренний чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/AM7N4nXQtZY.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ae2464570b8e65499a7e61d32c38b75&c_uniq_tag=4uovULw2XQNkKGzsiSnWM6ToiDsP7cPocqT3dlKBXQg&type=share"
6529,Спасибо всем за поздравления!,"https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/AM7N4nXQtZY.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ae2464570b8e65499a7e61d32c38b75&c_uniq_tag=4uovULw2XQNkKGzsiSnWM6ToiDsP7cPocqT3dlKBXQg&type=share"
2629,"Сова Буба
Ночной чат","https://sun9-63.userapi.com/impg/iGXne_UMtIsly5MvVWRwGQGX_IwC-cJlBENHOg/AM7N4nXQtZY.jpg?size=150x80&quality=96&crop=87,0,900,480&sign=2ae2464570b8e65499a7e61d32c38b75&c_uniq_tag=4uovULw2XQNkKGzsiSnWM6ToiDsP7cPocqT3dlKBXQg&type=share"
